lat,long,time
43.655,-79.402,480
43.655,-79.401,600
43.655,-79.400,480
43.655,-79.399,480
43.655,-79.398,420
43.655,-79.397,480
43.655,-79.396,420
43.655,-79.395,360
43.655,-79.394,420
43.655,-79.393,360
43.655,-79.392,360
43.655,-79.391,420
43.655,-79.390,420
43.655,-79.389,420
43.655,-79.388,300
43.655,-79.387,240
43.655,-79.386,360
43.655,-79.385,300
43.655,-79.384,360
43.655,-79.383,300
43.655,-79.382,300
43.655,-79.381,180
43.655,-79.380,180
43.656,-79.402,480
43.656,-79.401,480
43.656,-79.400,480
43.656,-79.399,480
43.656,-79.398,480
43.656,-79.397,480
43.656,-79.396,480
43.656,-79.395,360
43.656,-79.394,360
43.656,-79.393,420
43.656,-79.392,300
43.656,-79.391,300
43.656,-79.390,420
43.656,-79.389,300
43.656,-79.388,360
43.656,-79.387,360
43.656,-79.386,300
43.656,-79.385,300
43.656,-79.384,240
43.656,-79.383,240
43.656,-79.382,240
43.656,-79.381,180
43.656,-79.380,240
43.657,-79.402,480
43.657,-79.401,540
43.657,-79.400,540
43.657,-79.399,480
43.657,-79.398,480
43.657,-79.397,480
43.657,-79.396,420
43.657,-79.395,300
43.657,-79.394,360
43.657,-79.393,480
43.657,-79.392,360
43.657,-79.391,360
43.657,-79.390,300
43.657,-79.389,300
43.657,-79.388,300
43.657,-79.387,300
43.657,-79.386,240
43.657,-79.385,240
43.657,-79.384,240
43.657,-79.383,240
43.657,-79.382,300
43.657,-79.381,240
43.657,-79.380,180
43.658,-79.402,480
43.658,-79.401,480
43.658,-79.400,420
43.658,-79.399,420
43.658,-79.398,360
43.658,-79.397,540
43.658,-79.396,360
43.658,-79.395,360
43.658,-79.394,360
43.658,-79.393,300
43.658,-79.392,360
43.658,-79.391,360
43.658,-79.390,300
43.658,-79.389,300
43.658,-79.388,240
43.658,-79.387,120
43.658,-79.386,300
43.658,-79.385,240
43.658,-79.384,300
43.658,-79.383,300
43.658,-79.382,240
43.658,-79.381,180
43.658,-79.380,240
