lat,long,time
43.655,-79.402,300
43.655,-79.401,420
43.655,-79.400,360
43.655,-79.399,300
43.655,-79.398,180
43.655,-79.397,240
43.655,-79.396,180
43.655,-79.395,180
43.655,-79.394,240
43.655,-79.393,180
43.655,-79.392,240
43.655,-79.391,300
43.655,-79.390,300
43.655,-79.389,360
43.655,-79.388,240
43.655,-79.387,240
43.655,-79.386,240
43.655,-79.385,240
43.655,-79.384,300
43.655,-79.383,240
43.655,-79.382,360
43.655,-79.381,300
43.655,-79.380,300
43.656,-79.402,540
43.656,-79.401,540
43.656,-79.400,540
43.656,-79.399,420
43.656,-79.398,480
43.656,-79.397,480
43.656,-79.396,480
43.656,-79.395,420
43.656,-79.394,420
43.656,-79.393,420
43.656,-79.392,420
43.656,-79.391,360
43.656,-79.390,120
43.656,-79.389,360
43.656,-79.388,300
43.656,-79.387,240
43.656,-79.386,240
43.656,-79.385,300
43.656,-79.384,300
43.656,-79.383,300
43.656,-79.382,240
43.656,-79.381,300
43.656,-79.380,300
43.657,-79.402,480
43.657,-79.401,540
43.657,-79.400,600
43.657,-79.399,420
43.657,-79.398,540
43.657,-79.397,480
43.657,-79.396,480
43.657,-79.395,420
43.657,-79.394,420
43.657,-79.393,420
43.657,-79.392,420
43.657,-79.391,420
43.657,-79.390,360
43.657,-79.389,240
43.657,-79.388,300
43.657,-79.387,300
43.657,-79.386,300
43.657,-79.385,300
43.657,-79.384,360
43.657,-79.383,360
43.657,-79.382,360
43.657,-79.381,420
43.657,-79.380,360
43.658,-79.402,480
43.658,-79.401,480
43.658,-79.400,480
43.658,-79.399,480
43.658,-79.398,480
43.658,-79.397,480
43.658,-79.396,480
43.658,-79.395,480
43.658,-79.394,480
43.658,-79.393,420
43.658,-79.392,420
43.658,-79.391,420
43.658,-79.390,360
43.658,-79.389,300
43.658,-79.388,300
43.658,-79.387,300
43.658,-79.386,420
43.658,-79.385,360
43.658,-79.384,360
43.658,-79.383,360
43.658,-79.382,360
43.658,-79.381,360
43.658,-79.380,420
